Kyle Lowry 	17.35	7.11666666667	4.66666666667	1.11666666667	-0.05	2.08333333333	0.405	0.880833333333	2.3	PG 
John Lucas 	2.93333333333	0.9	0.366666666667	0.666666666667	-0.1	0.3	0.39	0.536666666667	0.4	PG 
Shelvin Mack 	6.9	3.42857142857	1.91428571429	0.685714285714	-0.1	0.942857142857	0.389142857143	0.867571428571	0.857142857143	PG 
Ian Mahinmi 	2.4	0.15	2.28333333333	0.583333333333	0.766666666667	0.783333333333	0.474333333333	0.702166666667	0.15	C 
Shawn Marion 	8.125	0.75	5.85	0.775	0.475	1.075	0.478	0.77425	0.675	SF 
Kendall Marshall 	10.42	8.2	2.24	0.84	0.08	2.26	0.4262	0.4178	1.64	PG 
Cartier Martin 	4.7	-0.32	1.3	0.32	0.34	0.54	0.4034	0.7892	1.2	SF 
Kenyon Martin 	2.8	0.58	3.5	0.62	0.7	0.68	0.501	0.5598	-0.06	PF 
Kevin Martin 	18.575	1.3375	3.0	0.8625	0.075	2.05	0.408375	0.91025	1.575	SG 
Roger Mason 	1.46666666667	1.13333333333	-0.166666666667	0.133333333333	-0.233333333333	0.566666666667	0.32	0.988333333333	0.5	SG 
Wesley Matthews 	17.58	2.46	4.28	1.02	0.2	1.42	0.43	0.8586	2.5	SG 
Jason Maxiell 	3.5	0.383333333333	2.68333333333	0.433333333333	0.533333333333	0.3	0.4435	0.3855	0.45	PF 
Eric Maynor 	1.9	1.87142857143	1.65714285714	0.271428571429	-0.0285714285714	0.985714285714	0.305285714286	0.409714285714	0.242857142857	PG 
O.J. Mayo 	11.875	2.8	3.45	1.825	0.275	1.5	0.4035	0.818	1.025	SG 
Luc Mbah a Moute 	3.6	0.15	2.15	0.45	0.1	0.2	0.4565	0.6675	-0.25	PF-SF 
Ray McCallum 	6.47142857143	2.52857142857	2.02857142857	0.614285714286	0.185714285714	0.971428571429	0.369571428571	0.758714285714	0.442857142857	PG 
C.J. McCollum 	6.66	1.04	1.0	0.4	0.12	0.74	0.3998	0.707	0.86	SG 
